country,year,song_title,artist,rank
Poland,2023,Do śmierci mamy czas,"Kasia Lins, WaluśKraksaKryzys",4
Poland,2023,Cyber PRL,Vito Bambino,5
Poland,2023,Kill Bill,Daria ze Śląska,6
Poland,2023,jprdl feat. Piotr Rogucki,"Sarsa, Piotr Rogucki",7
Poland,2023,Dom,Kwiat Jabłoni,8
Poland,2023,Co i tak nadejdzie,"SKUBAS, Dawid Tyszkowski",9
Poland,2023,Do zobaczenia do jutra,Natalia Przybysz,10
Poland,2023,Całkiem Nowa Bajka,"Kleks, Igo, Kaśka Sochacka, Mrozu, Artur Rojek, Brodka, Ralph Kaminski, Bedoes 2115, Sokół",11
Poland,2023,Nie było to pisane nam,Kortez,12
Poland,2023,Madison,Kaśka Sochacka,13
Poland,2023,Złamane serce jest OK,Daria Zawiałow,14
Poland,2023,Raj,"Rosalie., Chloe Martini",15
Poland,2023,Harmonia,Mela Koteluk,16
Poland,2023,Koniec Lata (z filmu „Chłopi”),"L.U.C., Kwiat Jabłoni, Bela Komoszyńska, Rebel Babel Film Orchestra, Karolina Skrzyńska",17
Poland,2023,Francoise Hardy,Lordofon,18
Poland,2023,Kruszysz,KIWI,19
Poland,2023,MARIA PRZED OŁTARZEM,Mery Spolsky,20
Poland,2023,Wytrzymam,Pola Rise,21
Poland,2023,Chłopaki,Dawid Tyszkowski,22
Poland,2023,Restart,"Meek, Oh Why?",23
Poland,2023,Need a break,Jann,24
Poland,2023,Nie całuj,"Julia Wieniawa, Dawid Tyszkowski, Kuba Karaś",25
Morocco,2016,Laisse moi passer,"DreamTiiw, Sosa Gang",1
Morocco,2016,Chouwafat,"Houssainy, Mocci, Kouz1",2
Morocco,2016,Hasta Luego (feat. Zouhair Bahaoui & Chk),"Tiiwtiiw, Zouhair Bahaoui, Chk",3
Morocco,2016,Maestro,Lartiste,4
Morocco,2016,البخت,Wegz,5
Morocco,2016,Muchas Gracias,Zouhair Bahaoui,6
Morocco,2016,Amoureux Tombé,"Lbenj, Mounim Slimani, DJ Med",7
Morocco,2016,N'Sit Rohi Maak,Cheb Kader,8
Morocco,2016,Maghboun Wahdi,"Cheb Djalil, Hichem Smati",9
Morocco,2016,Chouffo w Goulo,Moha K,10
Morocco,2016,Lmra Lmaagaza,Abidat Rma,11
Morocco,2016,Nouveaux parrains,"Sofiane, Soolking",12
Morocco,2016,Grande Gueule,Blanka,13
Morocco,2016,Ojos Sin Ver,"Morad, ElGrandeToto",14
Morocco,2016,Souss Vibes,"DJ Hamida, Raiss Hamid",15
Morocco,2016,مابقات صحبة فهاد الدنيا,Cheb Oussama,16
Morocco,2016,Bent Nass,"Naafe, AHMED SOULTAN",17
Morocco,2016,ZLATANA,Zaid Laazizi,18
Morocco,2016,Y Dor,"Soolking, DYSTINCT, Unleaded",19
Morocco,2016,Jabetli Ljah,Didou Parisien,20
Morocco,2016,Si tu savais,L'Algérino,21
Morocco,2016,Chocolat (feat. Awa Imani),"Lartiste, Awa Imani",22
Morocco,2016,Dana,"L'Algérino, Sihem",23
Morocco,2016,Reda Diamond (Manich Nesha),HAMIYA PROD,24
Morocco,2016,سانديا,Habib Belk,25
Morocco,2010,"Rabat, (Uzishettan)",Lembawe9,1
Morocco,2010,Andale,Aezaddy,2
Morocco,2010,Vampire,Skaymen,3
Morocco,2010,Lova,Hablo,4
Morocco,2010,"Oulfa, (21Tach,X7kira)2",Lembawe9,5
Morocco,2010,Tirachrach,Profit Za3im,6
Morocco,2010,Dalami,Saad Dsouli,7
Morocco,2010,Chill,Inkonnu,8
Morocco,2010,Lalala,Snor,9
Morocco,2010,TKT,Kouz1,10
Morocco,2010,Makarib,Skaymen,11
Morocco,2010,a7lam,OUENZA,12
Morocco,2010,BREDA,Inkonnu,13
Morocco,2010,Makayn Tahed,Shobee,14
Morocco,2010,LYAM,"Izi, 7ari, Hussainy",15
Morocco,2010,Trap Roumi V2,Kouz1,16
Morocco,2010,First,Asmae,17
Morocco,2010,Flashback,Vargas,18
Morocco,2010,Liyem,Uzishettan,19
Morocco,2010,3aychin,Weld Lgriya 09,20
Morocco,2010,AVENTADOR,"Izi, 7ari",21
Morocco,2010,LIYAM,"X7kira, Saad",22
Morocco,2010,Survival,Skaymen,23
Morocco,2010,HKAYA,Snor,24
Morocco,2010,Li fate,OUENZA,25
Morocco,2019,MINA,Douzi,1
Morocco,2019,Te amo (feat. Blanka & Sky),"Tiiwtiiw, Blanka, SKY",2
Morocco,2019,Hobino,Zakaria Ghafouli,3
Morocco,2019,Maria,"Tiiwtiiw, Cravata",4
Morocco,2019,Bahra Bahra,Zakaria Ghafouli,5
Morocco,2019,Bailando,Tiiwtiiw,6
Morocco,2019,Daba Tzian,Saad Lamjarred,7
Morocco,2019,Ma Gazelle,"Salma Rachid, Mok Saib",8
Morocco,2019,Waya Lghram,Mehdi Mozayine,9
Morocco,2019,Lalla Mennana,Fnaire,10
Morocco,2019,3echaqa Mellala (feat. El Gordo),"Fnaire, El Gordo",11
Morocco,2019,Poupia,"Tiiwtiiw, Naza, Blanka",12
Morocco,2019,Nebghi Djini Bsurvet,Aymane Serhani,13
Morocco,2019,Je suis là,"Reda Taliani, H-Kayne",14
Morocco,2019,Shouf Shouf,"Dj Youcef, Brigitte Yaghi, Hatim Idar",15
Morocco,2019,Allo Allo,Jaylann,16
Morocco,2019,Khobz el dar,Reda Taliani,17
Morocco,2019,OK BB,Lbenj,18
Morocco,2019,Ya la Laa,DYSTINCT,19
Morocco,2019,Maghrebins,"Mister You, Balti",20
Morocco,2019,Amoureux tombé,"Lbenj, Mounim Slimani, DJ Med",21
Morocco,2019,Slay (feat. ElGrandeToto),"Manal, ElGrandeToto",22
Morocco,2019,Zina,Babylone,23
Morocco,2019,Dana Dana,"Salim, Fella",24
Morocco,2019,"1,2,3",Tahour,25
Morocco,2020,Zahri,Inkonnu,1
Morocco,2020,L'baida mon amour,7ari,2
Morocco,2020,KIKI,"Tagne, Draganov",3
Morocco,2020,Flouka,"Tagne, Snor",4
Morocco,2020,OU TT,"Stormy, Draganov",5
Morocco,2020,Stormy Slumber,White Noise Baby Sleep,6
Morocco,2020,love nwantiti (feat. ElGrande Toto) - North African Remix,"CKay, ElGrandeToto",7
Morocco,2020,Halla halla,ElGrandeToto,8
Morocco,2020,Papi,OUENZA,9
Morocco,2020,Thellaw,"Tagne, Kouz1",10
Morocco,2020,SiSi,Dollypran,11
Morocco,2020,Lalala,Snor,12
Morocco,2020,YA Lili,Inkonnu,13
Morocco,2020,Africain,Stormy,14
Morocco,2020,Pillz V2,Wolf Trapzilla,15
Morocco,2020,Si tu savais,"Anys, Stormy",16
Morocco,2020,Power Rangers,"Dollypran, ISSAM",17
Morocco,2020,Ghost Town,"Kanye West, PARTYNEXTDOOR",18
Morocco,2020,Jini Lkhir,"Draganov, Snor",19
Morocco,2020,Bellar,Stormy,20
Morocco,2020,De9a De9a,Snor,21
Morocco,2020,Blind Eye,Meta4 Planet,22
Morocco,2020,Nike,ISSAM,23
Morocco,2020,Foufou,Dollypran,24
Morocco,2020,Hors Série - RapRapRapRap,"ElGrandeToto, Draganov, Don Bigg, Khtek",25
Morocco,2023,WELD LAADOUL,ElGrandeToto,1
Morocco,2023,3DABI,Draganov,2
Morocco,2023,No Estuviste En Lo Malo,Morad,3
Morocco,2023,Love,Kouz1,4
Morocco,2023,Die For You,The Weeknd,5
Morocco,2023,ماما,Inkonnu,6
Morocco,2023,Tek Tek (feat. MHD),"DYSTINCT, MHD, YAM",7
Morocco,2023,Pepete,Tagne,8
Morocco,2023,Mes affaires,Jul,9
Morocco,2023,Search & Rescue,Drake,10
Morocco,2023,Vvs,7ari,11
Morocco,2023,Zarzour,Lartiste,12
Morocco,2023,Casanova,"Soolking, Gazo",13
Morocco,2023,I KNOW ?,Travis Scott,14
Morocco,2023,Arahmini,Don Bigg,15
Morocco,2023,Mentalité,Baby Gang,16
Morocco,2023,Talet Lghiba,Mocci,17
Morocco,2023,Before Iceberg,Stormy,18
Morocco,2023,Binks to Binks 8,Ninho,19
Morocco,2023,M3a L3echrane,Dizzy DROS,20
Morocco,2023,Lost Chapter - A COLORS SHOW,Madd,21
Morocco,2023,Dawk Lya,Snor,22
Morocco,2023,Sucré Salé,L'morphine,23
Morocco,2023,Do It Again,Shobee,24
Morocco,2023,HABITUS,Pause,25
Uzbekistan,2010,Xazon,Benom guruhi,1
Uzbekistan,2010,Yog'adi yomg'ir,Benom guruhi,2
Uzbekistan,2010,Sog'inib,Ulug'bek Rahmatullaev,3
Uzbekistan,2010,Jonim,Ulug'bek Rahmatullaev,4
Uzbekistan,2010,Dema Dema,"Munisa Rizaeva, Botir Qodirov",5
Uzbekistan,2010,Sekin Asta,"Munisa Rizaeva, Eldor Qayumov",6
Uzbekistan,2010,Hollywood,Munisa Rizaeva,7
Uzbekistan,2010,Yallolay,"Rayhon, Bojalar",8
Uzbekistan,2010,Anhor,Bojalar,9
Uzbekistan,2010,Boyvachcha,Bojalar,10
Uzbekistan,2010,Notanish qiz,"Bojalar, Radius 21",11
Uzbekistan,2010,Jiyda Gullaganda,Bojalar,12
Uzbekistan,2010,Oshiq Yurak,Alisher Uzakov,13
Uzbekistan,2010,Jonim seni,Sharof Muqimov,14
Uzbekistan,2010,Ayrilma Yor,Munisa Rizaeva,15
Uzbekistan,2010,Tabib,Rayhon,16
Uzbekistan,2010,So'rama,Benom guruhi,17
Uzbekistan,2010,Orzu,Jurabek,18
Uzbekistan,2010,Hato,Shoxrux,19
Uzbekistan,2010,Xayolimdasan,Shoxrux,20
Uzbekistan,2010,Bolalik,"Elmurod Haqnazarov, Minor Lightdream",21
Uzbekistan,2010,Bolaligim,Shoxrux,22
Uzbekistan,2010,Bo'rilar,"Shohruhxon, Shaxriyor",23
Uzbekistan,2010,Qayt,"Shahzoda, Shoxrux",24
Uzbekistan,2010,Ulug'imsan Vatanim,Sevara Nazarkhan,25
Morocco,2024,Hyati Ana,Douaa Lahyaoui,1
Morocco,2024,Gaw El Banat,"Mohamed Ramadan, RedOne, Nouamane Belaiachi",2
Morocco,2024,zayni,"Ayoub Africano, عادل أصيل",3
Morocco,2024,Skati,Kouz1,4
Morocco,2024,Laar Ya Laar,"D33pSoul, CHAAMA",5
Morocco,2024,Hobak Enta,"Zouhair Bahaoui, Carmen Soliman",6
Morocco,2024,Lewjah Tani,"Saad Lamjarred, Zouhair Bahaoui",7
Morocco,2024,Stylo warqa,RYM,8
Morocco,2024,Ya Hmed,"Mehdi Mozayine, Madara",9
Morocco,2024,Kouni Liya,Chaos333,10
Morocco,2024,YA DENIA,"Cravata, RYM",11
Morocco,2024,Ça tourne dans ma tête,"7liwa, Nassi, Faux Contact",12
Morocco,2024,Porfavor,Chaos333,13
Morocco,2024,Wayli Wayli,Cheb Bilal,14
Morocco,2024,Cha3ra Wendir Avc,Amine Matlo,15
Morocco,2024,Ana Sghir W Maryoul,Cheb Aymen Parisien,16
Morocco,2024,Mon Bb d'Amour,Chab Ramzy 31,17
Morocco,2024,L3awniyat Style,AeOBeat,18
Morocco,2024,Deghri Deghri,Mouh Milano,19
Morocco,2024,Maghreb Gang (feat. French Montana & Khaled),"Farid Bang, French Montana, Khaled",20
Morocco,2024,Delali,"Khaled, GASHI",21
Morocco,2024,Ouelli El Darek,Khaled,22
Morocco,2024,Mirage,"Soolking, Khaled",23
Morocco,2024,Bienvenue chez les bylkas,"Sinik, Big Ali, Cheb Bilal",24
Morocco,2024,Chriki,Cheb Bilal,25
Uzbekistan,2022,Yaxshi qol,Xamdam Sobirov,1
Uzbekistan,2022,Tor Ko'cha,Ziyoda,2
Uzbekistan,2022,Yor Bizdan Ketdi,Jaloliddin Ahmadaliyev,3
Uzbekistan,2022,Ex Jo'ralar,Jaloliddin Ahmadaliyev,4
Uzbekistan,2022,Sevgisi Arzonim,Xamdam Sobirov,5
Uzbekistan,2022,Ey do'stim,Doston Ergashev,6
Uzbekistan,2022,To'yi bo'lyapti,Doston Ergashev,7
Uzbekistan,2022,O'ynasin,Jahongir Otajonov,8
Uzbekistan,2022,Yomg'irlarda,Ozoda,9
Uzbekistan,2022,O'ylamadim,Doston Ergashev,10
Uzbekistan,2022,Uylanamiz,"Bojalar, Doston Ergashev",11
Uzbekistan,2022,Xolimga qara,Xamdam Sobirov,12
Uzbekistan,2022,Sog'indingmi,Janob Rasul,13
Uzbekistan,2022,Guli,Xamdam Sobirov,14
Uzbekistan,2022,Siqnal İtalianski - Remix,MegaBeatsZ,15
Uzbekistan,2022,Dubay,Radius 21,16
Uzbekistan,2022,Yaxshi Ko'rardim,G'aybulla Tursunov,17
Uzbekistan,2022,Hasrat,Sardor Tairov,18
Uzbekistan,2022,Fiesta,Shoxrux,19
Uzbekistan,2022,Bir sher yozdim,Mirjalol Nematov,20
Uzbekistan,2022,Sevmaganim yaxshiydi,Doston Ergashev,21
Uzbekistan,2022,Qaytmaydi Kech,"Munisa Rizaeva, Moon Band",22
Uzbekistan,2022,Mayli Telba Denglar,Otabek Muhammadzohid,23
Uzbekistan,2022,Hech kimga bermay sevaman,Imron,24
Uzbekistan,2022,Bo'larkan,Doston Ergashev,25
Uzbekistan,2023,Yaxshi qol,Xamdam Sobirov,1
Uzbekistan,2023,Tor Ko'cha,Ziyoda,2
Uzbekistan,2023,Yor Bizdan Ketdi,Jaloliddin Ahmadaliyev,3
Uzbekistan,2023,Ex Jo'ralar,Jaloliddin Ahmadaliyev,4
Uzbekistan,2023,Sevgisi Arzonim,Xamdam Sobirov,5
Uzbekistan,2023,Ey do'stim,Doston Ergashev,6
Uzbekistan,2023,To'yi bo'lyapti,Doston Ergashev,7
Uzbekistan,2023,O'ynasin,Jahongir Otajonov,8
Uzbekistan,2023,Yomg'irlarda,Ozoda,9
Uzbekistan,2023,O'ylamadim,Doston Ergashev,10
Uzbekistan,2023,Uylanamiz,"Bojalar, Doston Ergashev",11
Uzbekistan,2023,Xolimga qara,Xamdam Sobirov,12
Uzbekistan,2023,Sog'indingmi,Janob Rasul,13
Uzbekistan,2023,Guli,Xamdam Sobirov,14
Uzbekistan,2023,Siqnal İtalianski - Remix,MegaBeatsZ,15
Uzbekistan,2023,Dubay,Radius 21,16
Uzbekistan,2023,Yaxshi Ko'rardim,G'aybulla Tursunov,17
Uzbekistan,2023,Hasrat,Sardor Tairov,18
Uzbekistan,2023,Fiesta,Shoxrux,19
Uzbekistan,2023,Bir sher yozdim,Mirjalol Nematov,20
Uzbekistan,2023,Sevmaganim yaxshiydi,Doston Ergashev,21
Uzbekistan,2023,Qaytmaydi Kech,"Munisa Rizaeva, Moon Band",22
Uzbekistan,2023,Mayli Telba Denglar,Otabek Muhammadzohid,23
Uzbekistan,2023,Hech kimga bermay sevaman,Imron,24
Uzbekistan,2023,Bo'larkan,Doston Ergashev,25
Uzbekistan,2024,Yor,G'aybulla Tursunov,1
Uzbekistan,2024,Yomg'ir,Mahliyo,2
Uzbekistan,2024,Malohat,Xamdam Sobirov,3
Uzbekistan,2024,Janona,G'aybulla Tursunov,4
Uzbekistan,2024,Ko'k jiguli,Ozoda,5
Uzbekistan,2024,Aynanin,Mahliyo,6
Uzbekistan,2024,Mayin Esar Shabboda,Ulug'bek Yulchiyev,7
Uzbekistan,2024,Janze,Xamdam Sobirov,8
Uzbekistan,2024,Biyo biyo,Mahliyo,9
Uzbekistan,2024,Suygenim Salam,Ulug'bek Yulchiyev,10
Uzbekistan,2024,Yuragimga,Mahliyo,11
Uzbekistan,2024,Sharara,Mahliyo,12
Uzbekistan,2024,Insonlar,Konsta,13
Uzbekistan,2024,Aka Makasi,Munisa Rizaeva,14
Uzbekistan,2024,MUHABBATING,Yulduz Usmonova,15
Uzbekistan,2024,Sevganlari Bor,Jasmin,16
Uzbekistan,2024,Telbadek sevaman,Yulduz Usmonova,17
Uzbekistan,2024,Farg'onadan,Mahliyo,18
Uzbekistan,2024,Telba,Mahliyo,19
Uzbekistan,2024,O'zbekcha Gapir,"Yulduz Usmonova, Malik",20
Uzbekistan,2024,Sevgimiz Sahifasi,Mahliyo,21
Uzbekistan,2024,Дама черви,Umaro,22
Uzbekistan,2024,Salam,Jasmin,23
Uzbekistan,2024,Ko'zlari Bejo,Ulug'bek Yulchiyev,24
Uzbekistan,2024,Ertasi yo'q,"Konsta, Shokir",25
Ukraine,2010,Do I Look Like a Slut - Sizequeen Remix,Avenue D,1
Ukraine,2010,It's Like That - Crazibiza Radio Edit,Tanja La Croix,2
Ukraine,2010,Hot Mouth Remix - Hot Mouth Remix,"Hot Mouth, Kylie Minogue",3
Ukraine,2010,Ready For Go - Wezz Devall Remix,"Cerf, Mitiska, Jaren, Fine Taste, Cerf, Mitiska & Jaren, Wezz Devall",4
Ukraine,2010,Insider - Wezz Devall Remilf,"Dave Schiemann, Wezz Devall",5
Ukraine,2010,Limb,Lansy K,6
Ukraine,2010,Colours - Armin van Buuren Remix,"Emma Hewitt, Armin van Buuren",7
Ukraine,2010,Dance With Me - Tomas Heredia Remix,"Roger Shah, Inger Hansen, Tomas Heredia",8
Ukraine,2010,Desire,Pete Rose,9
Ukraine,2010,Generate,Eric Prydz,10
Ukraine,2010,"Never Wanna Hurt You (Bad Love, Baby) - Fedde Le Grand Club Mix",Kamaliya,11
Ukraine,2010,Breathe,"Eric Prydz, Rob Swire",12
Ukraine,2010,Night Breed,Pryda,13
Ukraine,2010,Underlying Feeling - Adam K & Soha Radio Edit,Sylvia Tosun,14
Ukraine,2010,Never Look Back - Chassio Remix,ZsuZsa,15
Ukraine,2010,Dreams Live in Parallel World - Kostya Outta Remix,"Deepnite, Kostya Outta",16
Ukraine,2010,Ice Cold Soul (VIP),"Lenzman, Switch",17
Ukraine,2010,Laguna - Original Mix,John Dahlbäck,18
Ukraine,2010,Fuck With You,"Bob Sinclar, Sophie Ellis-Bextor, Gilbere Forte",19
Ukraine,2010,Bullet In The Gun - Eddie Halliwell Remix,"Planet Perfecto, Eddie Halliwell",20
Ukraine,2010,Heatwave - Original Mix,Prok & Fitch,21
Ukraine,2010,Falling Deeper - Dave Winnel's Energy Mix,"Robbie Rivera, Shawnee Taylor, Dave Winnel",22
Ukraine,2010,Only in a New Life,"Sebastian Roter, Dan Lewis",23
Ukraine,2010,Through The Night - Club Mix,Drumsound & Bassline Smith,24
Ukraine,2010,Spin Spin Sugar - Lizzie Curious & Gary Caos Remix,"Scotty Boy, Sue Cho, Gary Caos, Lizzie Curious",25
Ukraine,2015,Do I Look Like a Slut - Sizequeen Remix,Avenue D,1
Ukraine,2015,It's Like That - Crazibiza Radio Edit,Tanja La Croix,2
Ukraine,2015,Hot Mouth Remix - Hot Mouth Remix,"Hot Mouth, Kylie Minogue",3
Ukraine,2015,Ready For Go - Wezz Devall Remix,"Cerf, Mitiska, Jaren, Fine Taste, Cerf, Mitiska & Jaren, Wezz Devall",4
Ukraine,2015,Insider - Wezz Devall Remilf,"Dave Schiemann, Wezz Devall",5
Ukraine,2015,Limb,Lansy K,6
Ukraine,2015,Colours - Armin van Buuren Remix,"Emma Hewitt, Armin van Buuren",7
Ukraine,2015,Dance With Me - Tomas Heredia Remix,"Roger Shah, Inger Hansen, Tomas Heredia",8
Ukraine,2015,Desire,Pete Rose,9
Ukraine,2015,Generate,Eric Prydz,10
Ukraine,2015,"Never Wanna Hurt You (Bad Love, Baby) - Fedde Le Grand Club Mix",Kamaliya,11
Ukraine,2015,Breathe,"Eric Prydz, Rob Swire",12
Ukraine,2015,Night Breed,Pryda,13
Ukraine,2015,Underlying Feeling - Adam K & Soha Radio Edit,Sylvia Tosun,14
Ukraine,2015,Never Look Back - Chassio Remix,ZsuZsa,15
Ukraine,2015,Dreams Live in Parallel World - Kostya Outta Remix,"Deepnite, Kostya Outta",16
Ukraine,2015,Ice Cold Soul (VIP),"Lenzman, Switch",17
Ukraine,2015,Laguna - Original Mix,John Dahlbäck,18
Ukraine,2015,Fuck With You,"Bob Sinclar, Sophie Ellis-Bextor, Gilbere Forte",19
Ukraine,2015,Bullet In The Gun - Eddie Halliwell Remix,"Planet Perfecto, Eddie Halliwell",20
Ukraine,2015,Heatwave - Original Mix,Prok & Fitch,21
Ukraine,2015,Falling Deeper - Dave Winnel's Energy Mix,"Robbie Rivera, Shawnee Taylor, Dave Winnel",22
Ukraine,2015,Only in a New Life,"Sebastian Roter, Dan Lewis",23
Ukraine,2015,Through The Night - Club Mix,Drumsound & Bassline Smith,24
Ukraine,2015,Spin Spin Sugar - Lizzie Curious & Gary Caos Remix,"Scotty Boy, Sue Cho, Gary Caos, Lizzie Curious",25
Ukraine,2021,It's No Good,Depeche Mode,1
Ukraine,2021,Tu Es Foutu,"ConKi, B.R.T, NAJA",2
Ukraine,2021,Cold Heart - Claptone Remix,"Elton John, Dua Lipa, Claptone",3
Ukraine,2021,Flame,ARTBAT,4
Ukraine,2021,True Love,"ConKi, Barmuda",5
Ukraine,2021,1001 Nights,RAJA,6
Ukraine,2021,Under Dark - Innellea Remix,"Monolink, Innellea",7
Ukraine,2021,Sway,"K!llx, B.R.T, CMAGIC5",8
Ukraine,2021,Sirius,"Armin van Buuren, AVIRA",9
Ukraine,2021,Squid Game (Red Light Green Light) - Remix,Rdgredtempo,10
Ukraine,2021,Ghost,"ConKi, Zummer, Joel Pritchard, Amelia McLean",11
Ukraine,2021,Timeless,"Indifferent Guy, ODYSSAY",12
Ukraine,2021,Hunger,"ConKi, Joel Pritchard",13
Ukraine,2021,The Motto,"Tiësto, Ava Max",14
Ukraine,2021,Tik Tak - Radio Edit,"Erika Krall, Lian Gold",15
Ukraine,2021,Self Control,B.R.T,16
Ukraine,2021,God is A DJ,"Faithless, David Guetta",17
Ukraine,2021,Tighter (feat. Jalja) - CamelPhat Remix,"HOSH, Jalja, CamelPhat",18
Ukraine,2021,Fear of the Dark,"ConKi, MaMan, Anna-Sophia Henry",19
Ukraine,2021,Turn It Up,Armin van Buuren,20
Ukraine,2021,Ready For More,"Korolova, Two Are, Alar",21
Ukraine,2021,All I Want for Christmas,"Alvin Anthony, Robbie Rosen, JeLa",22
Ukraine,2021,Blame - Pavel Khvaleev Remix,"Cosmic Gate, Diana Miro, Pavel Khvaleev",23
Ukraine,2021,Slow It Down,"EMDI, Robbie Rosen",24
Ukraine,2021,Illusion - Sfaction Lp Vinyl Version,"Benassi Bros., Sandy",25
Ukraine,2023,I'm Good (Blue),"David Guetta, Bebe Rexha",1
Ukraine,2023,Bel Mercy,Jengi,2
Ukraine,2023,Unholy,"Ascence, Umur Anil Gokdag",3
Ukraine,2023,Miss You,"Oliver Tree, Robin Schulz",4
Ukraine,2023,Never Let You Go,"Shouse, Jason Derulo",5
Ukraine,2023,How Long,Tove Lo,6
Ukraine,2023,In The Dark,"Purple Disco Machine, Sophie and the Giants",7
Ukraine,2023,Bad Memories (feat. Elley Duhé & FAST BOY),"MEDUZA, James Carter, Elley Duhé, FAST BOY",8
Ukraine,2023,Nothing Is Lost (You Give Me Strength),The Weeknd,9
Ukraine,2023,Somewhere Only We Know,Umur Anil Gokdag,10
Ukraine,2023,Heavy Metal Love,twocolors,11
Ukraine,2023,Made You Look,Meghan Trainor,12
Ukraine,2023,Inside Me,Fabio Vee,13
Ukraine,2023,MIDDLE OF THE NIGHT,Elley Duhé,14
Ukraine,2023,Shot a friend,Holy Molly,15
Ukraine,2023,Cold Heart,"Umur Anil Gokdag, Jennifer Victor",16
Ukraine,2023,B.O.T.A. (Baddest Of Them All) - Edit,"Eliza Rose, Interplanetary Criminal",17
Ukraine,2023,Belly Dancer,"Imanbek, BYOR",18
Ukraine,2023,2 Die 4,Tove Lo,19
Ukraine,2023,SNAP - Luca Schreiner Remix,"Rosa Linn, Luca Schreiner",20
Ukraine,2023,On Repeat,"Robin Schulz, David Guetta",21
Ukraine,2023,LESSON LEARNED,Umur Anil Gokdag,22
Ukraine,2023,Just A Little Crush,PEKE,23
Ukraine,2023,Hot Summer Rain,"outset island, Arkayne",24
Ukraine,2023,Trippin',"Giorgio Gee, OMAO",25
Ukraine,2022,Жальменiна,Go_A,1
Ukraine,2022,Prolisky,MamaRika,2
Ukraine,2022,"Мовчати - із к/ф ""Я, ""Побєда"" і Берлін""",БЕЗ ОБМЕЖЕНЬ,3
Ukraine,2022,Неньці,Vikki Flowz,4
Ukraine,2022,Kalyna,Go_A,5
Ukraine,2022,SHUM,Go_A,6
Ukraine,2022,Марічка,Patsyki Z Franeka,7
Ukraine,2022,Glory 2 Ukraine,BADWOR7H,8
Ukraine,2022,Oy U Luzi Chervona Kalyna - Army Remix,"The Kiffness, Boombox",9
Ukraine,2022,Доброго вечора - Where Are You From,PROBASS ∆ HARDI,10
Ukraine,2022,Файна (feat. Skofka),"KALUSH, SKOFKA",11
Ukraine,2022,Додому (feat. Skofka),"KALUSH, SKOFKA",12
Ukraine,2022,Допоможе ЗСУ,"Chico, Qatoshi",13
Ukraine,2022,Stefania (Kalush Orchestra),KALUSH,14
Ukraine,2022,шо ви браття,jockii druce,15
Ukraine,2022,ПНХ,BOTASHE,16
Ukraine,2022,Веснянка,Go_A,17
Ukraine,2022,Калуські вечорниці (feat. Tember Blanche),"KALUSH, Tember Blanche",18
Ukraine,2022,Вишнi,Wellboy,19
Ukraine,2022,Добрий день Everybody,"Мюслі UA, VASIA CHARISMA",20
Ukraine,2022,Чорнобрива,100лиця,21
Ukraine,2022,Поки молоді,TOLOKA,22
Ukraine,2022,Ванька-Встанька,Маша Кондратенко,23
Ukraine,2022,Вечорниці - Добрий день Everybody,"100лиця, SKYLERR",24
Ukraine,2022,NFL on FOX Theme [Karaoke Version],Instrumental King,25
Angola,2010,Presents Uhuru,"DJ Vetkuk, Mahoota",1
Angola,2010,Tsa Mandebele,"OSKIDO, Candy",2
Angola,2010,Via Orlando,"DJ Vetkuk, Mahoota",3
Angola,2010,Jazabel,Professor,4
Angola,2010,Woza Nana,"OSKIDO, Nokwazi, Thandiswa, Heavy-K",5
Angola,2010,Happiness,Mafikizolo,6
Angola,2010,Kakaramba,"Black Motion, Celimpilo",7
Angola,2010,Akulu Woo,"Afrikan Roots, Bebucho Q Kua",8
Angola,2010,Nakupenda,Mafikizolo,9
Angola,2010,Katalina,"Heavy-K, 2Bad, Prince Raven Ortega",10
Angola,2010,Khona,"Mafikizolo, Uhuru",11
Angola,2010,Matimba - HomeBoyz Hard Remix,"Homeboyz Muzik, Zulo Naja",12
Angola,2010,Sesha,Afrikan Roots,13
Angola,2010,Reborn,"Homeboyz, DJEFF",14
Angola,2010,Tambuleno - Original Mix,"DJEFF, Silyvi, Mamukueno",15
Angola,2010,Hey Hey (Radio Edit),Dennis Ferrer,16
Angola,2010,Gotta Get With You - DCK Main Mix,Cassio Ware,17
Angola,2010,Manioco na pondu,"Os Banah, Dj Havaiana",18
Angola,2010,Canoa (Original Mix),DJ Gregory & Gregor Salto,19
Angola,2010,"Babylonia, Born Again 09 (Balearic Soul Club Mix)","Rick L, Balearic Soul",20
Angola,2010,That's My Name,Akcent,21
Angola,2010,Yelelé,"Dj Jesus, Canícia",22
Angola,2010,Self Religion (Believe In Me) - Hardsoul Reconstruction,"Hardsoul, Fierce Ruling Diva",23
Angola,2010,Los Santos - Dub Main,Boddhi Satva,24
Angola,2010,Zenze,"DJ Malvado, Eddy Tussa",25
Ukraine,2024,мальчик,кис-кис,1
Ukraine,2024,Забий,"Wellboy, Parfeniuk",2
Ukraine,2024,Не лякай,"OSTY, Klavdia Petrivna",3
Ukraine,2024,SURVIVOR,"Umur Anil Gokdag, Ascence",4
Ukraine,2024,Guess featuring billie eilish,"Charli xcx, Billie Eilish",5
Ukraine,2024,Адская колыбельная,Poshlaya Molly,6
Ukraine,2024,Нагадай,Domiy,7
Ukraine,2024,Їде дах,"Klavdia Petrivna, Маша Кондратенко",8
